LogStellarMass_Msun_Expected_Value,LogStellarMass_Msun_Expected_Err68,LogSFR_Inst_Expected_Value,LogSFR_Inst_Expected_Err68
10.091300010681152,0.026149999350309372,1.2989599704742432,0.14766499400138855
11.128899574279785,0.030750000849366188,2.401510000228882,0.3292750120162964
9.465689659118652,0.04777999967336655,0.9390739798545837,0.13914500176906586
9.975190162658691,0.04016999900341034,1.1978299617767334,0.2750684916973114
9.965129852294922,0.02498999983072281,1.339419960975647,0.12342000007629395
9.511899948120117,0.03802499920129776,1.0561200380325317,0.11888899654150009
9.975830078125,0.027569999918341637,0.8940309882164001,0.3981814980506897
9.089960098266602,0.03426999971270561,0.5511860251426697,0.1348004937171936
9.816109657287598,0.04274500161409378,0.9923760294914246,0.2754094898700714
9.488260269165039,0.04581499844789505,1.0981700420379639,0.12848499417304993
9.287030220031738,0.022825000807642937,-0.22284899652004242,0.5553690195083618
10.128600120544434,0.029349999502301216,1.4033900499343872,0.1607850044965744
9.391599655151367,0.02800000086426735,2.2873899936676025,0.03483499959111214
9.292550086975098,0.0203699991106987,1.8351199626922607,0.01561999972909689
9.232190132141113,0.027045000344514847,1.7766900062561035,0.030400000512599945
9.732250213623047,0.039204999804496765,1.2679699659347534,0.1274549961090088
10.784099578857422,0.03750000149011612,2.324199914932251,0.18220500648021698
9.525830268859863,0.04301000013947487,0.7002999782562256,0.24592749774456024
9.452369689941406,0.029319999739527702,0.44749099016189575,0.20854049921035767
9.313590049743652,0.04782500118017197,0.5764269828796387,0.3157455027103424
9.406479835510254,0.03420000150799751,0.052983999252319336,0.523114025592804
9.358440399169922,0.04241500049829483,1.3805099725723267,0.0751200020313263
9.376879692077637,0.04977500066161156,1.6442400217056274,0.04891499876976013
10.347900390625,0.020749999210238457,3.044800043106079,0.018485000357031822
9.834010124206543,0.04751000180840492,0.975184977054596,0.30056700110435486
10.268099784851074,0.035599999129772186,1.5883500576019287,0.16198499500751495
9.500060081481934,0.06495500355958939,0.9807720184326172,0.3046945035457611
10.093099594116211,0.2386299967765808,1.5957800149917603,0.23720499873161316
